source_index,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_attributes,osm_all_status,osm_all_method,osm_all_distance_m,osm_all_address_score,osm_all_id,osm_all_address,osm_all_attributes,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_attributes,chargelarge_all_status,chargelarge_all_method,chargelarge_all_distance_m,chargelarge_all_address_score,chargelarge_all_id,chargelarge_all_address,chargelarge_all_attributes,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_attributes,combined_broad_status,combined_dc_indicated_status
680,,"7 Bungan Street, Sydney NSW 2103",JOLT,2,DC,25 kW,-33.6760501,151.3031301,Northern Beaches Council,2103.0,Existing Fast Chargers,accepted,coordinate_500m,11.89171964221889,0.8469387755102041,190757,"2 Bungan St, Mona Vale, NSW, 2103","{""charger_capacities"": ""25 kW"", ""number_of_plugs"": 1.0, ""operator"": ""Jolt"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,10.788520942202364,0.0,9204398603,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": ""24/7"", ""operator"": ""Jolt"", ""osm_last_updated"": ""2022-12-20"", ""plug_types"": ""CHAdeMO""}",accepted,coordinate_500m,10.788520942202364,0.0,9204398603,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": ""24/7"", ""operator"": ""Jolt"", ""osm_last_updated"": ""2022-12-20"", ""plug_types"": ""CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
684,,"7 Pemell Street, Toronto NSW 2283",Exploren,2,DC,40 kW,-33.01454359,151.5961952,Lake Macquarie City Council,2283.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_and_fuzzy_address,0.07672449941225928,0.9767441860465117,15d06bf5-6b4a-425d-9312-bae4b17cc22b-170,"7 Pemell St, Toronto, NSW 2283","{""charger_capacities"": 40.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,coordinate_and_fuzzy_address,0.07672449941225928,0.9767441860465117,15d06bf5-6b4a-425d-9312-bae4b17cc22b-170,"7 Pemell St, Toronto, NSW 2283","{""charger_capacities"": 40.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted
686,,"7 Tank Street, Lithgow NSW 2790",NRMA Electric,4,DC,50 kW,-33.47800605,150.1611241,"Lithgow Council, City of",2790.0,Existing Fast Chargers,accepted,coordinate_500m,7.7207467633629285,0.7121621621621622,154488,"Tank St, Lithgow, NSW","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,5.357205996366001,0.0,6656233420,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2025-11-12"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,5.357205996366001,0.0,6656233420,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2025-11-12"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
695,,"725 Pittwater Road, Sydney NSW 2099",JOLT,2,DC,25 kW,-33.7523594,151.2865606,Northern Beaches Council,2099.0,Existing Fast Chargers,accepted,coordinate_500m,231.29252002752793,0.32676190476190475,128195,"Civic Parade, Dee Why, NSW, 2099","{""charger_capacities"": ""7 kW"", ""number_of_plugs"": 2.0, ""operator"": ""ChargePoint"", ""plug_types"": ""Type 1 (J1772); Tesla (Model S/X); Type 2 (Socket Only)""}",accepted,coordinate_500m,9.92288717917219,0.0,12565112258,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2025-08-23"", ""plug_types"": """"}",accepted,coordinate_500m,157.86899402268213,0.0,9491233549,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": ""24/7"", ""operator"": ""Jolt"", ""osm_last_updated"": ""2022-12-20"", ""plug_types"": ""CHAdeMO""}",accepted,coordinate_500m,230.03728263697215,0.20106382978723403,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1060,"40 Kingsway, Dee Why, NSW 2099","{""charger_capacities"": 7.0, ""number_of_plugs"": 3, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 3}""}",unmatched,unmatched,,,,,{},accepted,accepted
697,,"73 Belmore Road, Randwick NSW 2031",Evie Networks,4,DC,50 kW,-33.915171,151.241129,Randwick City Council,2031.0,ARENA - Driving the Nation,accepted,coordinate_and_fuzzy_address,14.596278144477612,1.0,272630,"73 Belmore Road, Randwick, NSW, 2031","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,239.77493648032618,0.0,6965143040,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,239.77493648032618,0.0,6965143040,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,195.13635419626374,0.4417169974115617,ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-64,"1 Mears Ave, Randwick NSW 2031, Australia, Randwick, NSW 2031","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted
698,,"731-741 Military Road, Sydney NSW 2088",Chargefox,2,DC,47 kW,-33.82852457,151.2439029,Mosman Municipal Council,2088.0,Existing Fast Chargers,accepted,coordinate_500m,300.1081111703517,0.3314285714285714,272686,"188 Raglan St, Mosman, New South Wales, 2088","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,289.2578243619969,0.0,13149077271,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2025-09-17"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
701,,"741 George Street, Windsor NSW 2756",Ampol,4,DC,150 kW,-33.63860965,150.7837227,Hawkesbury City Council,2756.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched
703,,"76 Cowper Street, Wallsend NSW 2287",NRMA Electric,4,DC,50 kW,-32.90272177,151.6697678,Newcastle City Council,2287.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,26.248171765220096,1.0,148545,"76 Cowper Street, Wallsend, NSW, 2287","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,1.27692685505629,0.0,13258032988,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 50, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2026-03-28"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,44.412662300168655,0.4705357142857143,15d06bf5-6b4a-425d-9312-bae4b17cc22b-264,"Nash St, Wallsend, NSW 2287","{""charger_capacities"": 7.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Missing\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted
705,,"76 Wingewarra Street, Dubbo NSW 2830",Tesla,8,DC,130 kW,-32.24995,148.6091822,Dubbo Regional Council,2830.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,0.018808137858465808,1.0,121546,"76 Wingewarra Street, Dubbo, 2830","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 4.0, ""operator"": ""Tesla (including non-tesla)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,2.6787665589134533,0.0,6456722833,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,2.6787665589134533,0.0,6456722833,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",accepted,coordinate_and_fuzzy_address,166.840825583206,0.8652173913043479,d1cbdd86-205d-4538-b287-34032bf74788-mLm7w23qbPwboEaNKjKEtS3N_wNb7njK5rwN,"Wingewarra St, Dubbo, 2830","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,accepted
707,,"77 Darling Street, Cowra NSW 2794",NRMA Electric,2,DC,50 kW,-33.83451056,148.6935365,Cowra Shire Council,2794.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,89.37778137203307,1.0,156010,"77 Darling Street, Cowra, NSW, 2794","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,95.5888075940434,0.0,8253300980,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": ""24/7"", ""operator"": ""NRMA"", ""osm_last_updated"": ""2022-12-15"", ""plug_types"": ""CHAdeMO""}",accepted,coordinate_500m,95.5888075940434,0.0,8253300980,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": ""24/7"", ""operator"": ""NRMA"", ""osm_last_updated"": ""2022-12-15"", ""plug_types"": ""CHAdeMO""}",accepted,coordinate_and_fuzzy_address,72.7505117034227,0.9767441860465117,15d06bf5-6b4a-425d-9312-bae4b17cc22b-3304,"77 Darling St, Cowra New South Wales, NSW 2794","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted
709,,"772 Anzac Parade, Sydney NSW 2035",Evie Networks,4,DC,75 kW,-33.93800905,151.2385195,Randwick City Council,2035.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,7.007039167627354,0.0,13206130158,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,7.007039167627354,0.0,13206130158,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,488.2113823018854,0.2504201680672269,baaffa39-0adb-422e-a7bf-4b391d232b5d-122,"5-17 Robey St, Maroubra, Maroubra, NSW 2035","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,accepted
710,,"773 Old South Head Road, Sydney NSW 2030",Chargefox,2,DC,40 kW,-33.85700205,151.2828038,Woollahra Municipal Council,2030.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_500m,423.05374709101346,0.3720609579100145,15d06bf5-6b4a-425d-9312-bae4b17cc22b-953,"7 Laguna St, Vaucluse, NSW 2030","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,unmatched
712,,"78 Great Western Highway Cnr Ross Street, Glenbrook NSW 2773",Ampol,2,DC,125 kW,-33.7653881,150.6214758,Blue Mountains City Council,2773.0,ARENA - Driving the Nation,accepted,coordinate_and_fuzzy_address,7.915651712715152,0.9707317073170733,297042,"78 Great Western Highway, Glenbrook, NSW, 2773","{""charger_capacities"": ""150 kW"", ""number_of_plugs"": 1.0, ""operator"": ""Ampol AmpCharge"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,37.5801733133546,0.0,11335189892,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": ""24/7"", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-12-23"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,37.5801733133546,0.0,11335189892,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": ""24/7"", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-12-23"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
713,,"7-9 Irvine Place, Sydney NSW 2153",Chargefox,4,DC,125 kW,-33.73886191,150.9475235,The Hills Shire Council,2153.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_500m,15.729183333285546,0.7979591836734695,15d06bf5-6b4a-425d-9312-bae4b17cc22b-951,"53 Irvine Pl, Bella Vista, NSW 2153","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Missing\"": 1}""}",unmatched,unmatched,,,,,{},accepted,unmatched
716,,"8 Euston Road, Sydney NSW 2015",Exploren,2,DC,120 kW,-33.90533738,151.1936567,"Sydney, Council of the City of",2015.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,13.673512887302817,0.0,13073609605,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Exploren"", ""osm_last_updated"": ""2025-08-16"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,13.673512887302817,0.0,13073609605,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Exploren"", ""osm_last_updated"": ""2025-08-16"", ""plug_types"": ""CCS""}",accepted,coordinate_and_fuzzy_address,0.11930724112488211,0.9155555555555556,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1863,"8 Euston Rd, Alexandria, NSW 2015","{""charger_capacities"": 120.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,coordinate_and_fuzzy_address,0.11930724112488211,0.9155555555555556,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1863,"8 Euston Rd, Alexandria, NSW 2015","{""charger_capacities"": 120.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted
717,,"8 Federation Road, Sydney NSW 2050",Exploren,2,DC,50 kW,-33.89360765,151.1783463,Inner West Council,2050.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_and_fuzzy_address,0.06388252060370135,0.9440000000000001,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1742,"8 Federation Rd, Newtown, NSW 2050","{""charger_capacities"": 47.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,coordinate_and_fuzzy_address,0.06388252060370135,0.9440000000000001,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1742,"8 Federation Rd, Newtown, NSW 2050","{""charger_capacities"": 47.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted
720,,"8 Kosciuszko Road, Jindabyne NSW 2627",BP,4,DC,75 kW,-36.4147548,148.6177838,Snowy Monaro Regional Council,2627.0,Existing Fast Chargers,accepted,coordinate_500m,219.41352219599796,0.3904377880184332,190861,"3 Snowy River Ave, Jindabyne, NSW, 2627","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,15.614648190891167,0.0,12398804433,,"{""access_condition"": ""Restricted Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2026-08-19"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,15.614648190891167,0.0,12398804433,,"{""access_condition"": ""Restricted Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2026-08-19"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
725,,"8/24 Cross Street, Wagga Wagga NSW 2650",NRMA Electric,2,DC,50 kW,-31.7223908,148.6571378,Wagga Wagga City Council,2827.0,TfNSW Regional,unmatched,unmatched,,,,,{},accepted,coordinate_500m,152.66050167103958,0.0,1513958639,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2026-05-15"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,152.66050167103958,0.0,1513958639,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2026-05-15"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
726,,"80 Little Barber Street, Gunnedah NSW 2380",NRMA Electric,2,DC,50 kW,-30.97803908,150.2508509,Gunnedah Shire Council,2380.0,Existing Fast Chargers,accepted,coordinate_500m,50.72985493558547,0.8476190476190477,274452,"Kepreotes Carpark, 73 Little Barber Street, Gunnedah, NSW, 2380","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""(Unknown Operator)"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,120.97665479838132,0.0,6839163294,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2022-12-15"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,214.74569321694955,0.42832167832167833,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1734,"83 Chandos St, Gunnedah, NSW 2380","{""charger_capacities"": 22.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 4}""}",unmatched,unmatched,,,,,{},accepted,accepted
728,,"81 Hickory Street, Dorrigo NSW 2453",NRMA Electric,4,DC,75 kW,-30.9529988,148.3875852,Bellingen Shire Council,2829.0,TfNSW Regional,unmatched,unmatched,,,,,{},accepted,coordinate_500m,34.32318789615138,0.0,9278715200,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2021-11-23"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched
729,,"81 Meehan Street, Yass NSW 2582",NRMA Electric,2,DC,50 kW,-34.428348,150.9001506,Yass Valley Council,2500.0,TfNSW Regional,accepted,coordinate_500m,8.32453840703528,0.525748194014448,191177,"17 Stewart Street, Wollongong, NSW, 2500","{""charger_capacities"": ""150 kW; 50 kW; 75 kW"", ""number_of_plugs"": 2.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_500m,168.19715850267724,0.4424485125858124,15d06bf5-6b4a-425d-9312-bae4b17cc22b-905,"41 Burelli St, Wollongong, NSW 2500","{""charger_capacities"": 22.0, ""number_of_plugs"": 3, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Missing\"": 3}""}",unmatched,unmatched,,,,,{},accepted,accepted
733,,"819-827 Anzac Parade, Sydney NSW 2035",JOLT,2,DC,25 kW,-33.94349854,151.2397227,Randwick City Council,2035.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,7.840324744055857,0.0,9290676154,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,7.840324744055857,0.0,9290676154,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,208.55588440443594,0.25470588235294117,baaffa39-0adb-422e-a7bf-4b391d232b5d-122,"5-17 Robey St, Maroubra, Maroubra, NSW 2035","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,accepted
734,,"82 Marsh Street, Armidale NSW 2350",NRMA Electric,2,DC,50 kW,-34.4476103,147.5348555,Armidale Regional Council,2666.0,TfNSW Regional,accepted,coordinate_500m,180.96852803711062,0.3926666666666667,190668,"Little Hoskins Street, Temora, New South Wales, 2666","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,149.7793953691669,0.0,10772401236,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,149.7793953691669,0.0,10772401236,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,198.78776462811504,0.473109243697479,ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-232,"91 Loftus Street, Temora NSW, Australia, 2666, Temora, NSW 2666","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted
735,,"82A O'Connell Street, Sydney NSW 2747",Evie Networks,2,DC,50 kW,-33.76927632,150.7354595,Penrith City Council,2747.0,Existing Fast Chargers,accepted,coordinate_500m,51.295228915895905,0.7933962264150943,191163,"82a O’Connell Street, Kinswoid, NSW","{""charger_capacities"": ""50 kW; 22 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO; Type 2 (Socket Only)""}",accepted,coordinate_500m,21.655764083536045,0.0,8148294052,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2020-11-21"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
738,,"85/91 Commissioner Street, Cooma NSW 2630",Tesla,8,DC,150 kW,-36.23552257,149.1267948,Snowy Monaro Regional Council,2630.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,0.09573618967782042,0.89375,90199,"85-91 Commissioner Street, Cooma, NSW 2630","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 4.0, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,0.7416122079161843,0.0,6979040237,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
744,,"87 Winbourne Road, Sydney NSW 2100",JOLT,2,DC,25 kW,-33.76207512,151.2724464,Northern Beaches Council,2100.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,9.305075248122394,0.0,10750707216,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2023-09-25"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched
745,,"872 Anzac Parade, Sydney NSW 2035",Evie Networks,2,DC,75 kW,-33.94314819,151.2396466,Randwick City Council,2035.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,14.03721535211583,0.0,13206154678,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,14.03721535211583,0.0,13206154678,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,181.53246969221217,0.2504201680672269,baaffa39-0adb-422e-a7bf-4b391d232b5d-122,"5-17 Robey St, Maroubra, Maroubra, NSW 2035","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,accepted
