OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,augmentation_match_status,augmentation_match_method,augmentation_match_confidence,augmentation_manual_review,augmentation_reference_row,augmentation_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,external_source,external_station_id,external_station_name,external_station_address,external_operator,external_plug_types,external_number_of_plugs,external_charger_capacity,external_opening_hours,external_latitude,external_longitude,augmentation_review_reason
,,"8 Harris St
Wallsend NSW 2287
Australia",Chargefox,2,AC,7 kW,-32.9000135,151.6697411,Newcastle City Council,2287,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1520.0,4.1203352654092695,4.1203352654092695,201.59901783694056,Peclet local snapshot (experimental),HC2215,Harris St Wallsend charger,"8 Harris St
Wallsend NSW 2287
Australia",Chargefox,,2.0,7 kW,,-32.9,151.6697,
,,"8 Holtermann St
Crows Nest NSW 2065
Australia",ChargePost,26,AC,22 kW,-33.824556,151.2017523,North Sydney Council,2065,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,298.0,6.584265844750958,6.584265844750958,43.46745387725679,Peclet local snapshot (experimental),HC2058,Holtermann St Crows Nest charger,"8 Holtermann St
Crows Nest NSW 2065
Australia",ChargePost,,26.0,22 kW,,-33.8246,151.2018,
,Acacia Snowy Motel,"8 Nettin Cct
Jindabyne NSW 2627
Australia",Exploren,4,AC,AC,-36.41917,148.6086205,Snowy Monaro Regional Council,2627,Destination Charging R2,accepted,address_exact_unique,0.97,False,1105.0,3.8069060796256617,3.8069060796256617,136.2439066208796,Peclet local snapshot (experimental),HC2441,Nettin Cct Jindabyne charger,"8 Nettin Cct
Jindabyne NSW 2627
Australia",Exploren,,4.0,AC,,-36.4192,148.6086,
,,"8 Stanley St, Bathurst, NSW, 2795, Australia",NRMA,4,DC,175 kW,-33.413357,149.5853256,Bathurst Regional Council,2795,Fast Charging R1,accepted,address_exact_unique,0.97,False,1607.0,5.339239766030941,5.339239766030941,192.09619591382668,Peclet local snapshot (experimental),HC2155,Stanley St Bathurst charger,"8 Stanley St, Bathurst, NSW, 2795, Australia",NRMA,,4.0,DC,,-33.4134,149.5853,
,,"80 Victoria Rd
Marrickville NSW 2204
Australia",EVE Australia,2,AC,22 kW,-33.9063008,151.1689967,Inner West Council,2204,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,793.0,0.31727079726790963,0.31727079726790963,256.1321562212493,Peclet local snapshot (experimental),HC2141,Victoria Rd Marrickville charger,"80 Victoria Rd
Marrickville NSW 2204
Australia",EVE Australia,,2.0,22 kW,,-33.9063,151.169,
,Camellia Motel,"80 Whitton St
Narrandera NSW 2700
Australia",Charge OS,4,AC,AC,-34.741197,146.5549449,Narrandera Shire Council,2700,Destination Charging R2,accepted,address_exact_unique,0.97,False,1130.0,4.116174037088608,4.116174037088608,734.2760699206857,Peclet local snapshot (experimental),HC2272,Whitton St Narrandera charger,"80 Whitton St
Narrandera NSW 2700
Australia",Charge OS,,4.0,AC,,-34.7412,146.5549,
,,"801-899R Bunnerong Rd
Chifley NSW 2036
Australia",Chargefox,2,DC,50 kW,-33.9729613,151.2365649,Waverley Council,2036,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1542.0,5.384628662094718,5.384628662094718,1417.667276418833,Peclet local snapshot (experimental),HC2059,801-899R Bunnerong Rd Chifley charger,"801-899R Bunnerong Rd
Chifley NSW 2036
Australia",Chargefox,,2.0,50 kW,,-33.973,151.2366,
,Vacy Rest Stop,"804 Gresford Rd
Vacy NSW 2421
Australia",Exploren,1,AC,AC,-32.5400577,151.5776541,Dungog Shire Council,2421,Destination Charging R2,accepted,address_exact_unique,0.97,False,1135.0,6.374628838266834,6.374628838266834,6474.025549201528,Peclet local snapshot (experimental),HC2385,Gresford Rd Vacy charger,"804 Gresford Rd
Vacy NSW 2421
Australia",Exploren,,1.0,AC,,-32.5401,151.5777,
,,"81 De Vitre St
Lambton NSW 2299
Australia",Chargefox,2,AC,7 kW,-32.9110097,151.7082908,Newcastle City Council,2299,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1890.0,1.3787413751907578,1.3787413751907578,1252.317081851821,Peclet local snapshot (experimental),HC2241,De Vitre St Lambton charger,"81 De Vitre St
Lambton NSW 2299
Australia",Chargefox,,2.0,7 kW,,-32.911,151.7083,
,Cootamundra Library Car Park,"81 Wallendoon St
Cootamundra NSW 2590
Australia",Exploren,4,AC,AC,-34.6395032,148.0257059,Cootamundra-gundagai Regional Council,2590,Destination Charging R2,accepted,address_exact_unique,0.97,False,1903.0,0.6464930383996933,0.6464930383996933,15870.31215127173,Peclet local snapshot (experimental),HC2445,Wallendoon St Cootamundra charger,"81 Wallendoon St
Cootamundra NSW 2590
Australia",Exploren,,4.0,AC,,-34.6395,148.0257,
,,"8-12 Bega St
Tathra NSW 2550
Australia",Chargefox,2,AC,AC,-36.7278267,149.9885057,Bega Valley Shire Council,2550,Destination Charging R1,accepted,coordinate_exact,1.0,False,1829.0,0.0,0.04275066558261387,863.4436216101506,Peclet local snapshot (experimental),DC983,Tathra Hotel & Motel charger,"8-12 Bega St, Tathra NSW 2550, Australia",Chargefox,Type 2,2.0,22 kW,,-36.727827,149.988506,
,Singleton Diggers - Alroy Park Club,"8-14 Dorsman Dr
Singleton Heights NSW 2330
Australia",Exploren,2,AC,AC,-32.5491609,151.1619536,Singleton Council,2330,Destination Charging R1,accepted,address_exact_unique,0.97,False,344.0,6.149546490120867,6.149546490120867,26.469179275462473,Peclet local snapshot (experimental),HC2688,Dorsman Dr Singleton Heights charger,"8-14 Dorsman Dr
Singleton Heights NSW 2330
Australia",Exploren,,2.0,AC,,-32.5492,151.162,
,,82 Summer St Orange NSW 2800 Australia,Tesla,6,DC,175 kW,-33.2833264,149.0944601,Orange City Council,2800,Fast Charging R1,accepted,address_exact_unique,0.97,False,1996.0,4.730063027616693,4.730063027616693,165.03839273248406,Peclet local snapshot (experimental),HC2646,Summer St Orange charger,82 Summer St Orange NSW 2800 Australia,Tesla,,6.0,DC,,-33.2833,149.0945,
,The Charles Boutique Hotel & Dining,"82 Tarcutta St
Wagga Wagga NSW 2650
Australia",Noodoe,3,AC,AC,-35.1151339,147.3753415,Wagga Wagga City Council,2650,Destination Charging R1,accepted,address_exact_unique,0.97,False,1246.0,5.334579490388143,5.334579490388143,607.7284425705595,Peclet local snapshot (experimental),HC2712,Tarcutta St Wagga Wagga charger,"82 Tarcutta St
Wagga Wagga NSW 2650
Australia",Noodoe,,3.0,AC,,-35.1151,147.3753,
,,"8275 Pacific Hwy, New Italy NSW 2472",Tesla,12,DC,175 kW,-30.8015492,152.8689544,Richmond Valley Council,2472,Fast Charging R1,accepted,address_exact_unique,0.97,False,1945.0,6.992709637376142,6.992709637376142,11246.42111496393,Peclet local snapshot (experimental),HC2069,Pacific Hwy New Italy charger,"8275 Pacific Hwy, New Italy NSW 2472",Tesla,,12.0,DC,,-30.8015,152.869,
,The Civic,"83 Chandos St
Gunnedah NSW 2380
Australia",Exploren,4,AC,AC,-30.9761286,150.2519107,Gunnedah Shire Council,2380,Destination Charging R2,accepted,address_exact_unique,0.97,False,1547.0,3.339778137870784,3.339778137870784,237.54708670816717,Peclet local snapshot (experimental),HC2104,Chandos St Gunnedah charger,"83 Chandos St
Gunnedah NSW 2380
Australia",Exploren,,4.0,AC,,-30.9761,150.2519,
,Mingara Recreation Club,"83 Macquarie Rd
Springwood NSW 2777
Australia",Exploren,2,AC,AC,-33.6984685,150.5696737,Blue Mountains City Council,2777,Destination Charging R1,review,coordinate_candidate,0.5,True,1716.0,49.481009269037,49.481009269037,959.5515630161552,Peclet local snapshot (experimental),DC393,Springwood Sports Club charger,"83 MMacquarie Rd, Springwood NSW 2777, Australia",Exploren,Type 2,2.0,22 kW,9am - 3am,-33.698489,150.570208,nearest=49.481m; gap=959.552m; manual confirmation required
,Albury Showground,"836 Mate St
North Albury NSW 2640
Australia",Exploren,1,AC,AC,-36.0659794,146.935055,Albury City Council,2640,Destination Charging R2,accepted,address_exact_unique,0.97,False,1627.0,4.6483213521382,4.6483213521382,1519.0698592840763,Peclet local snapshot (experimental),HC2501,Mate St North Albury charger,"836 Mate St
North Albury NSW 2640
Australia",Exploren,,1.0,AC,,-36.066,146.9351,
,,"84 Frenchmans Rd
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9072488,151.2505126,Randwick City Council,2031,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1887.0,5.54950080571811,5.54950080571811,136.92251930412485,Peclet local snapshot (experimental),HC2194,Frenchmans Rd Randwick charger,"84 Frenchmans Rd
Randwick NSW 2031
Australia",PLUS ES,,1.0,22 kW,,-33.9072,151.2505,
,Lovedale Wedding Chapel and Reception,"842 Lovedale Rd
Allandale NSW 2320
Australia",Exploren,4,AC,AC,-32.7326471,151.3923335,Cessnock City Council,2320,Destination Charging R2,accepted,address_exact_unique,0.97,False,1572.0,6.103112018591909,6.103112018591909,1439.3528462957945,Peclet local snapshot (experimental),HC2018,Lovedale Rd Allandale charger,"842 Lovedale Rd
Allandale NSW 2320
Australia",Exploren,,4.0,AC,,-32.7326,151.3923,
,,"85 Cowper St
Randwick NSW 2031
Australia",EVX,2,AC,22 kW,-33.9092542,151.2421072,Randwick City Council,2031,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1612.0,5.1358887467052545,5.1358887467052545,396.8075788865159,Peclet local snapshot (experimental),HC2290,Cowper St Randwick charger,"85 Cowper St
Randwick NSW 2031
Australia",EVX,,2.0,22 kW,,-33.9093,151.2421,
,,"85 Denison St
Bondi Junction NSW 2022
Australia",PLUS ES,1,AC,22 kW,-33.89343,151.2443883,Waverley Council,2022,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,797.0,3.5062933829896,3.5062933829896,50.64789959856819,Peclet local snapshot (experimental),HC2203,Denison St Bondi Junction charger,"85 Denison St
Bondi Junction NSW 2022
Australia",PLUS ES,,1.0,22 kW,,-33.8934,151.2444,
,,"85 South St, Ulladulla NSW 2539, Australia",Evie Networks,4,DC,175 kW,-35.3595567,150.4754013,Shoalhaven City Council,2539,Fast Charging R1,accepted,address_exact_unique,0.97,False,1220.0,4.816183353535479,4.816183353535479,265.44106169291047,Peclet local snapshot (experimental),HC2218,South St Ulladulla charger,"85 South St, Ulladulla NSW 2539, Australia",Evie Networks,,4.0,DC,,-35.3596,150.4754,
,,"850 Woodville Rd, Villawood 2163, NSW",Evie Networks,4,DC,175 kW,-33.8791212,150.9776442,Canterbury Bankstown Council,2163,Fast Charging R2,review,coordinate_candidate,0.5,True,1733.0,1034.4824399514898,1034.4824399514898,2396.1694164152686,Peclet local snapshot (experimental),DC493,Komatsu Fairfield charger,"50-60 Fairfield St, Fairfield NSW 2165, Australia",EVUp,Type 2,4.0,kW,,-33.869829,150.978192,nearest=1034.482m; gap=2396.169m; manual confirmation required
,Sponars Chalet,"8568 Kosciuszko Rd
Wilsons Valley NSW 2624
Australia",Exploren,4,AC,AC,-36.3599294,148.4849448,Snowy Monaro Regional Council,2624,Destination Charging R2,accepted,address_exact_unique,0.97,False,1956.0,5.175009998378896,5.175009998378896,8256.862536840179,Peclet local snapshot (experimental),HC2447,Kosciuszko Rd Wilsons Valley charger,"8568 Kosciuszko Rd
Wilsons Valley NSW 2624
Australia",Exploren,,4.0,AC,,-36.3599,148.4849,
,,"86 Elswick St
Leichhardt NSW 2040
Australia",PLUS ES,1,AC,7 kW,-33.885178,151.1519273,Inner West Council,2040,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,339.0,3.5121121984948527,3.5121121984948527,267.36733622443245,Peclet local snapshot (experimental),HC2472,Elswick St Leichhardt charger,"86 Elswick St
Leichhardt NSW 2040
Australia",PLUS ES,,1.0,7 kW,,-33.8852,151.1519,
,Lake Canobolas,"87 Lake Canobolas Rd
Nashdale NSW 2800
Australia",Exploren,2,AC,AC,-33.2968721,149.0245698,Cabonne Council,2800,Destination Charging R2,accepted,address_exact_unique,0.97,False,1614.0,4.183623773008448,4.183623773008448,536.4006541085065,Peclet local snapshot (experimental),HC2320,Lake Canobolas Rd Nashdale charger,"87 Lake Canobolas Rd
Nashdale NSW 2800
Australia",Exploren,,2.0,AC,,-33.2969,149.0246,
,,"872 Anzac Pde, Maroubra, NSW, 2035",Evie Networks,4,DC,75 kW,-33.9406054,151.2395169,Randwick City Council,2035,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,299.0,1.6706463455179772,1.6706463455179772,242.05284163729942,Peclet local snapshot (experimental),HC2060,Anzac Pde Maroubra charger,"872 Anzac Pde, Maroubra, NSW, 2035",Evie Networks,,4.0,75 kW,,-33.9406,151.2395,
,,"88 Terry St
Tempe NSW 2044
Australia",PLUS ES,1,AC,22 kW,-33.9186508,151.1652517,Inner West Council,2044,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1555.0,7.056377278816853,7.056377278816853,437.90667927759046,Peclet local snapshot (experimental),HC2455,Terry St Tempe charger,"88 Terry St
Tempe NSW 2044
Australia",PLUS ES,,1.0,22 kW,,-33.9187,151.1653,
,,"88-120 Clovelly Rd
Randwick NSW 2031
Australia",PLUS ES,1,AC,22 kW,-33.9091238,151.2486023,Randwick City Council,2031,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1888.0,2.654937184616922,2.654937184616922,203.83247428958825,Peclet local snapshot (experimental),HC2195,Clovelly Rd Randwick charger,"88-120 Clovelly Rd
Randwick NSW 2031
Australia",PLUS ES,,1.0,22 kW,,-33.9091,151.2486,
,,"89 Curlewis St
Bondi Beach NSW 2026
Australia",Chargefox,1,AC,7 kW,-33.8879047,151.2722051,Waverley Council,2026,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,790.0,0.7033806787490963,0.7033806787490963,53.50972459605905,Peclet local snapshot (experimental),HC2061,Curlewis St Bondi Beach charger,"89 Curlewis St
Bondi Beach NSW 2026
Australia",Chargefox,,1.0,7 kW,,-33.8879,151.2722,
,,"9 Ascot St
Kensington NSW 2033
Australia",EVX,2,AC,22 kW,-33.907747,151.2241023,Randwick City Council,2033,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,335.0,5.230470033344482,5.230470033344482,64.3946130506912,Peclet local snapshot (experimental),HC2361,Ascot St Kensington charger,"9 Ascot St
Kensington NSW 2033
Australia",EVX,,2.0,22 kW,,-33.9077,151.2241,
,,"9 Bessemer St, Mittagong, 2575",NRMA,2,AC,20 kW,-34.45008813,150.4424585,Wingecarribee Shire Council,2575,Existing Destination Chargers,accepted,coordinate_exact,1.0,False,671.0,0.0,0.048071618148974316,623.1360875012289,Peclet local snapshot (experimental),FC153,Mittagong RSL Car Park charger,"9 Bessemer St, Mittagong NSW 2575, Australia",NRMA,Tesla; Type 2,6.0,50 - 150 kW,Open 24/7,-34.450088,150.442458,
,,"9 Fort St
Petersham NSW 2049
Australia",PLUS ES,1,AC,22 kW,-33.890109,151.1577673,Inner West Council,2049,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,838.0,3.1799156878239496,3.1799156878239496,367.77054968790515,Peclet local snapshot (experimental),HC2473,Fort St Petersham charger,"9 Fort St
Petersham NSW 2049
Australia",PLUS ES,,1.0,22 kW,,-33.8901,151.1578,
,Mantra on Salt Beach,"9 Gunnamatta Ave
Kingscliff NSW 2487
Australia",Chargefox,2,AC,AC,-28.2779639,153.5776313,Tweed Shire Council,2487,Destination Charging R1,accepted,address_exact_unique,0.97,False,432.0,34.18036912914085,34.18036912914085,1900.9862723043777,Peclet local snapshot (experimental),DC52,Mantra on Salt Beach Kingscliff charger,"9 Gunnamatta Ave, Kingscliff NSW 2487, Australia",Chargefox,Type 2,2.0,10 kW,,-28.27803959,153.577293,
,Toronto Workers Club,"9 James St
Toronto NSW 2283
Australia",CasaCharge,4,AC,AC,-33.0104168,151.5915663,Lake Macquarie City Council,2283,Destination Charging R2,accepted,address_exact_unique,0.97,False,1551.0,3.6556926111127472,3.6556926111127472,584.4849383489246,Peclet local snapshot (experimental),HC2295,James St Toronto charger,"9 James St
Toronto NSW 2283
Australia",CasaCharge,,4.0,AC,,-33.0104,151.5916,
,,"9 Nicholson St
Balmain East NSW 2041
Australia",PLUS ES,1,AC,7 kW,-33.856438,151.1933937,Inner West Council,2041,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,372.0,4.2652657681768575,4.2652657681768575,201.71551894948408,Peclet local snapshot (experimental),HC2508,Nicholson St Balmain East charger,"9 Nicholson St
Balmain East NSW 2041
Australia",PLUS ES,,1.0,7 kW,,-33.8564,151.1934,
,Tura Garden Centre,"9 Tura Beach Dr
Tura Beach NSW 2548
Australia",EVUp,1,AC,AC,-36.863888,149.9151051,Bega Valley Shire Council,2548,Destination Charging R2,accepted,address_exact_unique,0.97,False,309.0,1.4093667067712354,1.4093667067712354,2423.9954353926173,Peclet local snapshot (experimental),HC2422,Tura Beach Dr Tura Beach charger,"9 Tura Beach Dr
Tura Beach NSW 2548
Australia",EVUp,,1.0,AC,,-36.8639,149.9151,
,,"9 Vickery Ave
Rose Bay NSW 2029
Australia",Evie Networks,4,DC,75 kW,-33.8703543,151.2642569,Woollahra Municipal Council,2029,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,350.0,6.454216049305204,6.454216049305204,368.8574032181391,Peclet local snapshot (experimental),HC2062,Vickery Ave Rose Bay charger,"9 Vickery Ave
Rose Bay NSW 2029
Australia",Evie Networks,,4.0,75 kW,,-33.8704,151.2643,
,,"90 Boundary St
Paddington NSW 2021
Australia",PLUS ES,1,AC,22 kW,-33.8792204,151.224936,Woollahra Municipal Council,2021,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,702.0,4.023714311799251,4.023714311799251,34.686570009292836,Peclet local snapshot (experimental),HC2197,Boundary St Paddington charger,"90 Boundary St
Paddington NSW 2021
Australia",PLUS ES,,1.0,22 kW,,-33.8792,151.2249,
,Mid-Western Regional Council,"90 Market St
Mudgee NSW 2850
Australia",Smart Charge,2,AC,AC,-32.5900897,149.5835475,Mid-Western Regional Council,2850,Destination Charging R1,accepted,address_exact_unique,0.97,False,1536.0,4.595140853186037,4.595140853186037,62.013033620478524,Peclet local snapshot (experimental),HC2679,Market St Mudgee charger,"90 Market St
Mudgee NSW 2850
Australia",Smart Charge,,2.0,AC,,-32.5901,149.5835,
,,"90 Rowntree St
Birchgrove NSW 2041
Australia",PLUS ES,1,AC,7 kW,-33.8534353,151.1802386,Inner West Council,2041,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1932.0,5.3021153007939645,5.3021153007939645,51.31467255202157,Peclet local snapshot (experimental),HC2504,Rowntree St Birchgrove charger,"90 Rowntree St
Birchgrove NSW 2041
Australia",PLUS ES,,1.0,7 kW,,-33.8534,151.1802,
,,"91 Annandale St
Annandale NSW 2038
Australia",PLUS ES,1,AC,22 kW,-33.8830534,151.1686672,Inner West Council,2038,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1593.0,6.001459460221789,6.001459460221789,134.92745524300537,Peclet local snapshot (experimental),HC2484,Annandale St Annandale charger,"91 Annandale St
Annandale NSW 2038
Australia",PLUS ES,,1.0,22 kW,,-33.8831,151.1687,
,Cousins Motor Inn,"9-11 Glen Innes Rd
Inverell NSW 2360
Australia",EVUp,2,AC,AC,-29.7793751,151.1164452,Inverell Shire Council,2360,Destination Charging R1,accepted,address_exact_unique,0.97,False,859.0,13.790104852760582,13.790104852760582,370.80391924289097,Peclet local snapshot (experimental),DC58,Cousins Motor Inn charger,"9-11 Glen Innes Road, Inverell NSW 2360",EVUp,Type 2,1.0,kW,,-29.77933135,151.1163115,
,,"9-11 Layton St
Camperdown NSW 2050
Australia",EVX,2,AC,22 kW,-33.8858813,151.1769326,"Sydney, Council of the City of",2050,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1531.0,3.6577711349930735,3.6577711349930735,125.98090743260009,Peclet local snapshot (experimental),HC2550,Layton St Camperdown charger,"9-11 Layton St
Camperdown NSW 2050
Australia",EVX,,2.0,22 kW,,-33.8859,151.1769,
,,"9-17 Short St, Parkes NSW 2870",Tesla,4,DC,175 kW,-33.1413775,148.1740685,Parkes Shire Council,2870,Fast Charging R1,accepted,address_exact_unique,0.97,False,1552.0,3.854998186746465,3.854998186746465,360.79260940378185,Peclet local snapshot (experimental),HC2335,Short St Parkes charger,"9-17 Short St, Parkes NSW 2870",Tesla,,4.0,DC,,-33.1414,148.1741,
,,"924 Anzac Pde
Maroubra NSW 2035
Australia",Evie Networks,2,DC,75 kW,-33.9427694,151.2401202,Randwick City Council,2035,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1092.0,3.8793882605578425,3.8793882605578425,90.87394257789367,Peclet local snapshot (experimental),HC2087,Anzac Pde Maroubra charger,"924 Anzac Pde
Maroubra NSW 2035
Australia",Evie Networks,,2.0,75 kW,,-33.9428,151.2401,
,Ingenia Holiday Parks - Wagga Wagga,"93 Hammond Ave
Wagga Wagga NSW 2650
Australia",Exploren,4,AC,AC,-35.1212252,147.3886118,Wagga Wagga City Council,2650,Destination Charging R2,accepted,address_exact_unique,0.97,False,306.0,3.0006037474818807,3.0006037474818807,981.6317251036767,Peclet local snapshot (experimental),HC2342,Hammond Ave Wagga Wagga charger,"93 Hammond Ave
Wagga Wagga NSW 2650
Australia",Exploren,,4.0,AC,,-35.1212,147.3886,
,,"93 Metropolitan Rd
Enmore NSW 2042
Australia",PLUS ES,1,AC,22 kW,-33.9020556,151.1727031,Inner West Council,2042,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1554.0,4.94533758013231,4.94533758013231,94.22032732226295,Peclet local snapshot (experimental),HC2438,Metropolitan Rd Enmore charger,"93 Metropolitan Rd
Enmore NSW 2042
Australia",PLUS ES,,1.0,22 kW,,-33.9021,151.1727,
,Ulan Village Green,"94 Main St
Ulan NSW 2850
Australia",EVUp,2,AC,AC,-32.2784667,149.7443059,Mid-Western Regional Council,2850,Destination Charging R2,accepted,address_exact_unique,0.97,False,287.0,3.7441041173369385,3.7441041173369385,22016.85449445688,Peclet local snapshot (experimental),HC2562,Main St Ulan charger,"94 Main St
Ulan NSW 2850
Australia",EVUp,,2.0,AC,,-32.2785,149.7443,
,Osborn House,"96 Osborn Ave
Bundanoon NSW 2578
Australia",Exploren,4,AC,AC,-34.657549,150.3029406,Wingecarribee Shire Council,2578,Destination Charging R2,accepted,address_exact_unique,0.97,False,1123.0,6.593685124361654,6.593685124361654,5457.589554816517,Peclet local snapshot (experimental),HC2221,Osborn Ave Bundanoon charger,"96 Osborn Ave
Bundanoon NSW 2578
Australia",Exploren,,4.0,AC,,-34.6575,150.3029,
,,"96A Dudley St
Coogee NSW 2034
Australia",PLUS ES,1,AC,22 kW,-33.9248666,151.2553779,Randwick City Council,2034,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,1100.0,4.236861128976629,4.236861128976629,145.61135527355935,Peclet local snapshot (experimental),HC2301,Dudley St Coogee charger,"96A Dudley St
Coogee NSW 2034
Australia",PLUS ES,,1.0,22 kW,,-33.9249,151.2554,
,,"97 Cascade St
Paddington NSW 2021
Australia",PLUS ES,1,AC,22 kW,-33.8807351,151.2326531,Woollahra Municipal Council,2021,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,269.0,5.829044955161837,5.829044955161837,126.20451958825325,Peclet local snapshot (experimental),HC2188,Cascade St Paddington charger,"97 Cascade St
Paddington NSW 2021
Australia",PLUS ES,,1.0,22 kW,,-33.8807,151.2327,
,Hermitage Road,"972 Hermitage Rd
Pokolbin NSW 2320
Australia",Exploren,2,AC,AC,-32.7351499,151.2597837,Singleton Council,2320,Destination Charging R2,accepted,address_exact_unique,0.97,False,1942.0,5.754278561903701,5.754278561903701,225.30410414832613,Peclet local snapshot (experimental),HC2009,Hermitage Rd Pokolbin charger,"972 Hermitage Rd
Pokolbin NSW 2320
Australia",Exploren,,2.0,AC,,-32.7351,151.2598,
,Pioneer Country,"98 Fraser Dr
Tweed Heads South NSW 2486
Australia",Chargefox,2,AC,AC,-28.2016207,153.522817,Tweed Shire Council,2486,Destination Charging R2,accepted,address_exact_unique,0.97,False,1995.0,2.8413476522913212,2.8413476522913212,1427.2195080995627,Peclet local snapshot (experimental),HC2644,Fraser Dr Tweed Heads South charger,"98 Fraser Dr
Tweed Heads South NSW 2486
Australia",Chargefox,,2.0,AC,,-28.2016,153.5228,
,Hotel Metropole,"98 Keen St
Lismore NSW 2480
Australia",Everty,4,AC,AC,-28.8084207,153.2793444,Lismore City Council,2480,Destination Charging R1,review,ambiguous_exact_address,0.5,True,785.0,4.900252561345921,4.900252561345921,40.17042703321874,Peclet local snapshot (experimental),HC2738,Keen St Lismore charger,"98 Keen St
Lismore NSW 2480
Australia",Everty,,4.0,AC,,-28.8084,153.2793,nearest=4.900m; gap=40.170m; manual confirmation required
,,"98 Rowntree St
Birchgrove NSW 2041
Australia",PLUS ES,1,AC,7 kW,-33.8531448,151.1807182,Inner West Council,2041,Kerbside Charging R1,accepted,address_exact_unique,0.97,False,710.0,5.257402466641655,5.257402466641655,50.376341518538496,Peclet local snapshot (experimental),HC2505,Rowntree St Birchgrove charger,"98 Rowntree St
Birchgrove NSW 2041
Australia",PLUS ES,,1.0,7 kW,,-33.8531,151.1807,
,Dungowan,"99 Naval Pde
Erowal Bay NSW 2540
Australia",Exploren,4,AC,AC,-35.1026079,150.6502946,Shoalhaven City Council,2540,Destination Charging R2,accepted,address_exact_unique,0.97,False,1206.0,1.0064679773419818,1.0064679773419818,2037.7012787514852,Peclet local snapshot (experimental),HC2581,Naval Pde Erowal Bay charger,"99 Naval Pde
Erowal Bay NSW 2540
Australia",Exploren,,4.0,AC,,-35.1026,150.6503,
,Dubbo Regional Council,"99 Percy St
Wellington NSW 2820
Australia",Smart Charge,2,AC,AC,-32.5549188,148.9421813,Dubbo Regional Council,2820,Destination Charging R1,accepted,address_exact_unique,0.97,False,324.0,2.727958142157983,2.727958142157983,10.82494084550534,Peclet local snapshot (experimental),HC2716,Percy St Wellington charger,"99 Percy St
Wellington NSW 2820
Australia",Smart Charge,,2.0,AC,,-32.5549,148.9422,
,Eastcoast Beverages,"993 George Downes Dr
Kulnura NSW 2250
Australia",EVSE,3,AC,AC,-33.2299841,151.2179851,Central Coast Council,2250,Destination Charging R2,accepted,address_exact_unique,0.97,False,1110.0,2.246438126710208,2.246438126710208,3866.803758896318,Peclet local snapshot (experimental),HC2604,George Downes Dr Kulnura charger,"993 George Downes Dr
Kulnura NSW 2250
Australia",EVSE,,3.0,AC,,-33.23,151.218,
,EAST MAITLAND BOWLING CLUB.,"Banks St
East Maitland NSW 2323
Australia",Exploren,4,AC,AC,-32.748883,151.5811776,Maitland City Council,2323,Destination Charging R1,accepted,coordinate_near_clear,0.9,False,784.0,2.8216511241022726,2.8216511241022726,346.20234581611373,Peclet local snapshot (experimental),HC2723,Banks St East Maitland charger,"Banks St
East Maitland NSW 2323
Australia",Exploren,,4.0,AC,,-32.7489,151.5812,
,,"Birmingham St, Sydney, 2015",Porsche Smart Mobility,4,AC,22 kW,-33.92094499,151.1944855,"Sydney, Council of the City of",2015,Existing Destination Chargers,review,coordinate_candidate,0.5,True,1744.0,14.089992883022274,14.089992883022274,274.0700227846548,Peclet local snapshot (experimental),DC553,Porsche Centre Sydney South charger,"470 Gardeners Rd, Alexandria NSW 2015, Australia",,Type 2,3.0,22 kW,Weekdays 08:30 - 17:30,-33.920826,151.194538,nearest=14.090m; gap=274.070m; manual confirmation required
