OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_NAME26,SA4_CODE26,augmentation_match_status,augmentation_match_method,augmentation_match_confidence,augmentation_manual_review,augmentation_reference_row,augmentation_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,external_source,external_data_provider,external_station_id,external_station_name,external_station_address,external_operator,external_plug_types,external_connector_types_normalized,external_number_of_plugs,external_numeric_conflict_flags,external_number_of_plugs_quality,external_number_of_plugs_semantics,external_charger_capacity,external_power_kw_values,external_power_kw_min,external_power_kw_max,external_status,external_operational_status,external_usage_cost,external_last_verified,external_comments,external_opening_hours,external_latitude,external_longitude,external_attributes_json,augmentation_review_reason
,,"1 Dalgal Way, Sydney NSW 2037",Tesla,2,AC,22 kW,-33.87637442,151.1776376,"Sydney, Council of the City of",2037,Existing Destination Chargers,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Dalgal Way, Sydney NSW 2037",Tesla,4,DC,250 kW,-33.87650055,151.178,"Sydney, Council of the City of",2037,Existing Fast Chargers,Sydney - City and Inner South,117,accepted,OSM:coordinate_500m,1.0,False,13.0,26.33719187131462,26.33719187131462,,OSM,OpenStreetMap,OSM:6965052432,Tesla Supercharger,,Tesla,CCS,CCS,4.0,,valid,OSM charge_points_count; values above 100 are withheld as suspicious,,,,,,unknown,,,,,-33.8763052719,151.177838550683,"{""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.8763052719, ""OSM::longitude"": 151.177838550683, ""OSM::number_of_plugs"": 4, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 4, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Tesla"", ""OSM::osm_last_updated"": ""2025-08-12"", ""OSM::plug_types"": ""CCS"", ""OSM::station_name"": ""Tesla Supercharger""}",
,,"1 Eels Place, Sydney NSW 2150",Everty,3,AC,22 kW,-33.8064585,151.0017477,"Parramatta, Council of the City of",2150,Existing Destination Chargers,Sydney - Parramatta,125,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Elizabeth Street, Merimbula NSW 2548",Tesla,1,AC,8 kW,-36.89530635,149.9118809,Bega Valley Shire Council,2548,Existing Destination Chargers,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Ferguson Crescent, Mittagong NSW 2575",Tesla,1,AC,22 kW,-34.44729434,150.4615586,Wingecarribee Shire Council,2575,Existing Destination Chargers,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Ferrers Road, Sydney NSW 2766",Tesla,2,AC,22 kW,-33.80382587,150.8677297,Blacktown City Council,2766,Existing Destination Chargers,Sydney - Blacktown,116,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Frederick Street, Sydney NSW 2064",Evie Networks,6,DC,150 kW,-33.81707912,151.1889369,Willoughby City Council,2064,Existing Fast Chargers,Sydney - North Sydney and Hornsby,121,review,,0.5,True,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OCM: external postcode 2065 conflicts with source PCODE 2064; coordinate exceeds 100m automatic threshold; Charge@Large: external postcode 2065 conflicts with source PCODE 2064; coordinate exceeds 100m automatic threshold
,,"1 Friday Drive, Thredbo NSW 2625",Exploren,10,AC,22 kW,-36.50129634,148.3103774,Snowy Monaro Regional Council,2625,Existing Destination Chargers,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Golf Club Road, Deniliquin NSW 2710",Chargefox,4,AC,22 kW,-35.53652657,144.9742282,Edward River Council,2710,Existing Destination Chargers,Murray,109,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Greenbridge Drive, Wilton NSW 2571",Chargefox,2,DC,160 kW,-34.22847652,150.6841562,Wollondilly Shire Council,2571,Existing Fast Chargers,Sydney - Outer South West,123,accepted,OSM:coordinate_500m,1.0,False,21.0,2.9235762085473587,2.9235762085473587,,OSM,OpenStreetMap,OSM:12624993541,,,Chargefox,CCS,CCS,,,missing_or_suspicious,OSM charge_points_count; values above 100 are withheld as suspicious,,,,,,unknown,,,,,-34.2284569359569,150.684134982213,"{""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -34.2284569359569, ""OSM::longitude"": 150.684134982213, ""OSM::number_of_plugs_quality"": ""missing_or_suspicious"", ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Chargefox"", ""OSM::osm_last_updated"": ""2025-02-28"", ""OSM::plug_types"": ""CCS""}",
,,"1 Hargreaves Street, Wollongong NSW 2526",Exploren,4,AC,22 kW,-34.45151356,150.8428559,Wollongong City Council,2526,Existing Destination Chargers,Illawarra,107,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Hay Street, Port Macquarie NSW 2444",Tesla,4,AC,22 kW,-31.42837342,152.9087618,Port Macquarie-Hastings Council,2444,Existing Destination Chargers,Mid North Coast,108,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Hollinsworth Road, Sydney NSW 2765",Chargefox,4,AC,22 kW,-33.71981686,150.8425556,Blacktown City Council,2765,Existing Destination Chargers,Sydney - Blacktown,116,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Ingham Drive, Casula NSW 2170",Evie Networks,4,DC,50 kW,-33.948829,150.90027,Liverpool City Council,2170,ARENA - Driving the Nation,Sydney - South West,127,accepted,OSM:coordinate_500m,0.5,True,25.0,0.9333057450461221,0.9333057450461221,,OSM,OpenStreetMap,OSM:9863034303,,,Evie Networks,CCS|CHAdeMO,CCS; CHAdeMO,2.0,,valid,OSM charge_points_count; values above 100 are withheld as suspicious,,,,,,unknown,,,,,-33.9488297729278,150.90025992479,"{""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.9488297729278, ""OSM::longitude"": 150.90025992479, ""OSM::number_of_plugs"": 2, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 2, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2023-03-30"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",OCM: coordinate exceeds 100m automatic threshold
,,"1 Jondaryan Avenue, Griffith NSW 2680",Tesla,2,AC,22 kW,-34.2891582,146.0511201,Griffith City Council,2680,Existing Destination Chargers,Riverina,113,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Kiaora Lane, Sydney NSW 2028",Chargefox,2,AC,22 kW,-33.87823128,151.2448659,Woollahra Municipal Council,2028,Existing Destination Chargers,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Laman Street, Newcastle NSW 2300",Chargefox,2,AC,22 kW,-32.92913118,151.772021,Newcastle City Council,2300,Existing Destination Chargers,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Little Walker Street, Casino NSW 2470",NRMA Electric,4,DC,50 kW,-35.442745,149.7913305,Richmond Valley Council,2622,TfNSW Regional,Capital Region,101,review,,0.5,True,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OSM: source address postcode 2470 conflicts with PCODE 2622
,,"1 Littlebourne Street, Bathurst NSW 2795",Exploren,2,AC,22 kW,-33.41997202,149.6143994,Bathurst Regional Council,2795,Existing Destination Chargers,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Magenta Drive, Central Coast NSW 2261",Tesla,1,AC,6 kW,-33.31093998,151.5228138,Central Coast Council,2261,Existing Destination Chargers,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Martin Place, Sydney NSW 2000",Everty,3,AC,22 kW,-33.86784589,151.2077858,"Sydney, Council of the City of",2000,Existing Destination Chargers,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Matong Street, Dareton NSW 2717",Chargestar,1,AC,22 kW,-34.09419724,142.0396877,Wentworth Shire Council,2717,Existing Destination Chargers,Murray,109,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Molly Morgan Drive, Maitland NSW 2323",Chargefox,2,AC,6 kW,-32.76249354,151.5895816,Maitland City Council,2323,Existing Destination Chargers,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Molly Morgan Drive, Maitland NSW 2323",Tesla,2,AC,22 kW,-32.76258363,151.5903554,Maitland City Council,2323,Existing Destination Chargers,Hunter Valley exc Newcastle,106,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Pambula Beach Road, Pambula Beach NSW 2549",Tesla,1,AC,22 kW,-36.94024329,149.9072653,Bega Valley Shire Council,2549,Existing Destination Chargers,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1 Park Street, Sydney NSW 2103",JOLT,2,DC,25 kW,-33.67613618,151.3039429,Northern Beaches Council,2103,Existing Fast Chargers,Sydney - Northern Beaches,122,accepted,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,1.0,False,37.0,5.7225965348745085,5.7225965348745085,58.20922237169947,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:192929;OSM:9704706490,Mona Vale library carpark [JOLT],"OCM:1 Park St, Mona Vale, NSW, 2103",Jolt,CHAdeMO; CCS (Type 2); CHAdeMO,CHAdeMO; CCS,1.0,,reported_or_derived_from_connection_quantity; valid,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,25 kW,25.0,25.0,25.0,Operational,operational,"First 7kWh free, then $0.46 per kWh thereafter. $5/hr idle time",2023-02-11T08:43:00Z,,24/7,-33.67610252225354,151.3038961163004,"{""OCM::charger_capacities"": ""25 kW"", ""OCM::connector_types_normalized"": ""CHAdeMO;CCS"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2023-02-11T08:43:00Z"", ""OCM::latitude"": -33.67610252225354, ""OCM::longitude"": 151.3038961163004, ""OCM::number_of_plugs"": 1.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""Jolt"", ""OCM::plug_types"": ""CHAdeMO; CCS (Type 2)"", ""OCM::power_kw_max"": 25.0, ""OCM::power_kw_min"": 25.0, ""OCM::power_kw_values"": [25.0], ""OCM::station_address"": ""1 Park St, Mona Vale, NSW, 2103"", ""OCM::station_name"": ""Mona Vale library carpark [JOLT]"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""First 7kWh free, then $0.46 per kWh thereafter. $5/hr idle time"", ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.6760959708877, ""OSM::longitude"": 151.303783770483, ""OSM::number_of_plugs"": 1, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 1, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::opening_hours"": ""24/7"", ""OSM::operator"": ""Jolt"", ""OSM::osm_last_updated"": ""2022-12-20"", ""OSM::plug_types"": ""CHAdeMO""}",
