tfnsw_unique_id,tfnsw_table_row,tfnsw_raw_station_address,tfnsw_cleaned_station_address,tfnsw_raw_postcode,tfnsw_cleaned_postcode,source_index,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_attributes,osm_all_status,osm_all_method,osm_all_distance_m,osm_all_address_score,osm_all_id,osm_all_address,osm_all_attributes,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_attributes,chargelarge_all_status,chargelarge_all_method,chargelarge_all_distance_m,chargelarge_all_address_score,chargelarge_all_id,chargelarge_all_address,chargelarge_all_attributes,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_attributes,combined_broad_status,combined_dc_indicated_status,matched_source,matched_source_count,coordinate_supported_source,coordinate_supported_source_count,address_only_source,matched_external_ids,matched_external_addresses,minimum_match_distance_m,augmentation_attributes_by_source,augmentation_attribute_count,has_new_attributes,match_method_summary,manual_review_reason,manual_review_required,manual_review_status,manual_review_decision,final_audit_status,final_audit_confidence,match_source,match_method,external_id,external_address,match_distance_m,address_score,augmented_attributes,confidence,web_evidence_url,web_evidence_confidence,web_evidence_confidence_reason,match_identity_decision,evidence_screened_status,evidence_screened_reason,ocm_evidence_url,osm_evidence_url,chargelarge_evidence_url
TFNSW-0038,38,"1 Perry St, Batemans Bay, 2536","1 Perry Street, Batemans Bay NSW 2536",2536,2536,36,,"1 Perry Street, Batemans Bay NSW 2536",Evie Networks,4,DC,75 kW,-35.70737242,150.1761672,Eurobodalla Shire Council,2536.0,Existing Fast Chargers,accepted,coordinate_500m,138.42854106527693,0.4348684210526315,157566.0,"2A Beach Road, Batemans Bay, NSW, 2536","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,149.62063319241864,0.0,6512442081.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": 50.0, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2022-12-18"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,149.62063319241864,0.0,6512442081.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": 50.0, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2022-12-18"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,352.1770243955108,0.4082547169811321,15d06bf5-6b4a-425d-9312-bae4b17cc22b-324,"4-6 Beach Rd, Batemans Bay, NSW 2536","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted,OCM;OSM,2,OCM;OSM,2,,OCM:157566.0;OSM:6512442081.0,"OCM:2A Beach Road, Batemans Bay, NSW, 2536",138.42854106527693,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::number_of_plugs"": 1.0, ""OCM::operator"": ""NRMA"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OSM::access_condition"": ""Free Access"", ""OSM::charger_capacities"": 50.0, ""OSM::number_of_plugs"": 1, ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2022-12-18"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",10,True,OCM:coordinate_500m;OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM;OSM,OCM:coordinate_500m;OSM:coordinate_500m,OCM:157566.0;OSM:6512442081.0,"OCM:2A Beach Road, Batemans Bay, NSW, 2536",138.42854106527693,0.4348684210526315,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::number_of_plugs"": 1.0, ""OCM::operator"": ""NRMA"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OSM::access_condition"": ""Free Access"", ""OSM::charger_capacities"": 50.0, ""OSM::number_of_plugs"": 1, ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2022-12-18"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,https://ev-charging-stations.com.au/chargers/evie-1-perry-street-batemans-bay-nsw-2536,high,Opened charging page contains an address-level signal.,web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,https://openchargemap.org/site/poi/details/157566,https://www.openstreetmap.org/node/6512442081,
TFNSW-0039,39,"1 Plunkett St, Sydney, 2065","1 Plunkett Street, Sydney NSW 2065",2065,2065,37,,"1 Plunkett Street, Sydney NSW 2065",Exploren,2,DC,50 kW,-33.8215586,151.1964124,Willoughby City Council,2065.0,Existing Fast Chargers,accepted,coordinate_500m,274.9827753415912,0.4428571428571428,272632.0,"88 Christie St, St Leonards, NSW, 2065","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,273.9218738277842,0.0,12896497308.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-06-08"", ""plug_types"": """"}",accepted,coordinate_500m,443.4775028158563,0.0,13059026685.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS""}",accepted,coordinate_and_fuzzy_address,0.0762662619848247,0.928,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1993,"1 Plunkett St, New South Wales, St Leonards, NSW 2065","{""charger_capacities"": 50.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,coordinate_and_fuzzy_address,0.0762662619848247,0.928,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1993,"1 Plunkett St, New South Wales, St Leonards, NSW 2065","{""charger_capacities"": 50.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted,OCM;OSM;Charge@Large,3,OCM;OSM;Charge@Large,3,,OCM:272632.0;OSM:13059026685.0;Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1993,"OCM:88 Christie St, St Leonards, NSW, 2065;Charge@Large:1 Plunkett St, New South Wales, St Leonards, NSW 2065",0.0762662619848247,"{""Charge@Large::charger_capacities"": 50.0, ""Charge@Large::number_of_plugs"": 2, ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::status_counts"": ""{\""Available\"": 2}"", ""OCM::charger_capacities"": ""50 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2025-10-10"", ""OSM::plug_types"": ""CCS""}",13,True,OCM:coordinate_500m;OSM:coordinate_500m;Charge@Large:coordinate_and_fuzzy_address,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM;OSM;Charge@Large,OCM:coordinate_500m;OSM:coordinate_500m;Charge@Large:coordinate_and_fuzzy_address,OCM:272632.0;OSM:13059026685.0;Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1993,"OCM:88 Christie St, St Leonards, NSW, 2065;Charge@Large:1 Plunkett St, New South Wales, St Leonards, NSW 2065",0.0762662619848247,0.928,"{""Charge@Large::charger_capacities"": 50.0, ""Charge@Large::number_of_plugs"": 2, ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::status_counts"": ""{\""Available\"": 2}"", ""OCM::charger_capacities"": ""50 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2025-10-10"", ""OSM::plug_types"": ""CCS""}",high,https://ev-charging-stations.com.au/chargers/nsw/royal-north-shore-hospital,high,Opened charging page contains an address-level signal.,web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,https://openchargemap.org/site/poi/details/272632,https://www.openstreetmap.org/node/13059026685,https://chargeatlarge.app/
TFNSW-0049,49,"1 Wharf St, Tweed Heads, 2485","1 Wharf Street, Tweed Heads NSW 2485",2485,2485,47,,"1 Wharf Street, Tweed Heads NSW 2485",Tesla,6,DC,250 kW,-28.17378983,153.5445165,Tweed Shire Council,2485.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,14.390811621439866,0.0,11425324344.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Tesla"", ""osm_last_updated"": ""2025-04-23"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_and_fuzzy_address,496.25104862376406,0.8725490196078433,15d06bf5-6b4a-425d-9312-bae4b17cc22b-119,"123 Wharf St, Tweed Heads, NSW 2485","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2}""}",unmatched,unmatched,,,,,{},accepted,unmatched,,0,,0,,,,,{},0,False,,,no,not_matched,,unmatched,none,,,,,,,{},none,,none,,,not_screened,No accepted external match or no retained web review.,,,
TFNSW-0051,51,"1/9 Railway Parade, Kogarah NSW 2217","1/9 Railway Parade, Kogarah NSW 2217",2217,2217,49,,"1/9 Railway Parade, Kogarah NSW 2217",Evie Networks,4,DC,150 kW,-33.9624686,151.1324696,Georges River Council,2217.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,0,,0,,,,,{},0,False,,,no,not_matched,,unmatched,none,,,,,,,{},none,,none,,,not_screened,No accepted external match or no retained web review.,,,
TFNSW-0052,52,"10 Brookfield Rd, Minto NSW 2566","10 Brookfield Road, Minto NSW 2566",2566,2566,50,,"10 Brookfield Road, Minto NSW 2566",Evie Networks,4,DC,75 kW,-34.03094307,150.8490285,Campbelltown City Council,2566.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,5.603513344119049,0.0,12015862929.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2024-06-27"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,5.603513344119049,0.0,12015862929.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2024-06-27"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OSM,1,OSM,1,,OSM:12015862929.0,,5.603513344119049,"{""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2024-06-27"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",4,True,OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OSM,OSM:coordinate_500m,OSM:12015862929.0,,5.603513344119049,0.0,"{""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2024-06-27"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,https://mintomall.com.au/,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,,https://www.openstreetmap.org/node/12015862929,
TFNSW-0055,55,"10 Elizabeth St, Bathurst, 2795","10 Elizabeth Street, Bathurst NSW 2795",2795,2795,53,,"10 Elizabeth Street, Bathurst NSW 2795",Evie Networks,4,DC,150 kW,-33.41417222,149.5833564,Bathurst Regional Council,2795.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,6.032640566244588,0.0,12481649796.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-05-25"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,6.032640566244588,0.0,12481649796.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-05-25"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OSM,1,OSM,1,,OSM:12481649796.0,,6.032640566244588,"{""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2025-05-25"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",5,True,OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OSM,OSM:coordinate_500m,OSM:12481649796.0,,6.032640566244588,0.0,"{""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2025-05-25"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,https://plugroo.com.au/location/evie-networks-nsw-bathurst-10-elizabeth-street,medium,"Charging evidence exists, but address/page confirmation is incomplete.",web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,,https://www.openstreetmap.org/node/12481649796,
TFNSW-0061,61,"10 Winery Dr, Port Macquarie, 2444","10 Winery Drive, Port Macquarie NSW 2444",2444,2444,59,,"10 Winery Drive, Port Macquarie NSW 2444",Tesla,12,DC,130 kW,-31.43610015,152.8235826,Port Macquarie-Hastings Council,2444.0,Existing Fast Chargers,accepted,coordinate_500m,0.0593176566744518,0.3973134328358209,79311.0,"764 Pacific Highway, Port Macquarie, NSW, 2444","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 6.0, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,9.835200171215044,0.0,6460587589.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,9.835200171215044,0.0,6460587589.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM;OSM,2,OCM;OSM,2,,OCM:79311.0;OSM:6460587589.0,"OCM:764 Pacific Highway, Port Macquarie, NSW, 2444",0.0593176566744518,"{""OCM::charger_capacities"": ""120 kW"", ""OCM::number_of_plugs"": 6.0, ""OCM::operator"": ""Tesla (Tesla-only charging)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 6, ""OSM::opening_hours"": ""24/7"", ""OSM::operator"": ""Tesla"", ""OSM::osm_last_updated"": ""2026-03-29"", ""OSM::plug_types"": ""CCS""}",10,True,OCM:coordinate_500m;OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM;OSM,OCM:coordinate_500m;OSM:coordinate_500m,OCM:79311.0;OSM:6460587589.0,"OCM:764 Pacific Highway, Port Macquarie, NSW, 2444",0.0593176566744518,0.3973134328358209,"{""OCM::charger_capacities"": ""120 kW"", ""OCM::number_of_plugs"": 6.0, ""OCM::operator"": ""Tesla (Tesla-only charging)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 6, ""OSM::opening_hours"": ""24/7"", ""OSM::operator"": ""Tesla"", ""OSM::osm_last_updated"": ""2026-03-29"", ""OSM::plug_types"": ""CCS""}",high,https://plugroo.com.au/location/supercharger-nsw-port-macquarie-10-winery-drive,medium,"Charging evidence exists, but the page or address signal is incomplete.",web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,https://openchargemap.org/site/poi/details/79311,https://www.openstreetmap.org/node/6460587589,
TFNSW-0068,68,"105 Station Rd, Sydney, 2147","105 Station Road, Sydney NSW 2147",2147,2147,66,,"105 Station Road, Sydney NSW 2147",Ampol,2,DC,150 kW,-33.77436041,150.9448809,Blacktown City Council,2147.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,4.943991220314163,0.0,13036266779.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-07-29"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,4.943991220314163,0.0,13036266779.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-07-29"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OSM,1,OSM,1,,OSM:13036266779.0,,4.943991220314163,"{""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""AmpCharge"", ""OSM::osm_last_updated"": ""2025-07-29"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",4,True,OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OSM,OSM:coordinate_500m,OSM:13036266779.0,,4.943991220314163,0.0,"{""OSM::access_condition"": ""Free Access"", ""OSM::operator"": ""AmpCharge"", ""OSM::osm_last_updated"": ""2025-07-29"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,https://ev-charging-stations.com.au/chargers/ampcharge-105-station-road-sydney-nsw-2147,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,,https://www.openstreetmap.org/node/13036266779,
TFNSW-0069,69,"106 Parraween St, Sydney, 2090","106 Parraween Street, Sydney NSW 2090",2090,2090,67,,"106 Parraween Street, Sydney NSW 2090",Evie Networks,4,DC,75 kW,-33.8273504,151.2303373,North Sydney Council,2090.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,4.7810970061745595,0.0,13012980190.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2026-04-17"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched,,0,,0,,,,,{},0,False,,,no,not_matched,,unmatched,none,,,,,,,{},none,,none,,,not_screened,No accepted external match or no retained web review.,,,
TFNSW-0070,70,"1067 Oxley Hwy, Thrumster, 2444","1067 Oxley Highway, Thrumster NSW 2444",2444,2444,68,,"1067 Oxley Highway, Thrumster NSW 2444",Chargefox,4,DC,180 kW,-31.46394199,152.8219499,Port Macquarie-Hastings Council,2444.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,29.91268634829337,0.8931034482758622,172921.0,"1063 Oxley Highway, Thrumster, NSW, 2444","{""charger_capacities"": ""350 kW; 100 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,26.234477594779104,0.0,8390250930.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,26.234477594779104,0.0,8390250930.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM;OSM,2,OCM;OSM,2,,OCM:172921.0;OSM:8390250930.0,"OCM:1063 Oxley Highway, Thrumster, NSW, 2444",26.234477594779104,"{""OCM::charger_capacities"": ""350 kW; 100 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2026-06-11"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",9,True,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM;OSM,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,OCM:172921.0;OSM:8390250930.0,"OCM:1063 Oxley Highway, Thrumster, NSW, 2444",26.234477594779104,0.8931034482758622,"{""OCM::charger_capacities"": ""350 kW; 100 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2026-06-11"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,,local_two_rule_support,Both local matching rules passed; no individual web search was required by the audit plan.,local coordinate and fuzzy-address evidence agree,provisionally_supported,OCM coordinate and fuzzy-address evidence both passed.,https://openchargemap.org/site/poi/details/172921,https://www.openstreetmap.org/node/8390250930,
TFNSW-0071,71,"1068 Pittwater Rd, Sydney, 2097","1068 Pittwater Road, Sydney NSW 2097",2097,2097,69,,"1068 Pittwater Road, Sydney NSW 2097",JOLT,2,DC,25 kW,-33.73111016,151.301011,Northern Beaches Council,2097.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,4.909650796181755,0.0,13139953507.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2025-09-12"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched,,0,,0,,,,,{},0,False,,,no,not_matched,,unmatched,none,,,,,,,{},none,,none,,,not_screened,No accepted external match or no retained web review.,,,
TFNSW-0074,74,"109 Beecroft Rd, Sydney, 2119","109 Beecroft Road, Sydney NSW 2119",2119,2119,72,,"109 Beecroft Road, Sydney NSW 2119",JOLT,2,DC,25 kW,-33.75051656,151.0650831,"Hornsby, The Council of the Shire of",2119.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,1.8995533008069732,0.0,10971491088.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2023-06-12"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched,,0,,0,,,,,{},0,False,,,no,not_matched,,unmatched,none,,,,,,,{},none,,none,,,not_screened,No accepted external match or no retained web review.,,,
