source_index,OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,Charger_rating.100kW,Charger_rating.11kW,Charger_rating.120kW,Charger_rating.125kW,Charger_rating.130kW,Charger_rating.13kW,Charger_rating.14kW,Charger_rating.150kW,Charger_rating.160kW,Charger_rating.165kW,Charger_rating.175kW,Charger_rating.17kW,Charger_rating.180kW,Charger_rating.185kW,Charger_rating.19kW,Charger_rating.200kW,Charger_rating.20kW,Charger_rating.22kW,Charger_rating.23kW,Charger_rating.240kW,Charger_rating.24kW,Charger_rating.250kW,Charger_rating.25kW,Charger_rating.270kW,Charger_rating.30kW,Charger_rating.350kW,Charger_rating.3kW,Charger_rating.400kW,Charger_rating.40kW,Charger_rating.42kW,Charger_rating.47kW,Charger_rating.50kW,Charger_rating.5kW,Charger_rating.60kW,Charger_rating.6kW,Charger_rating.75kW,Charger_rating.7kW,Charger_rating.80kW,Charger_rating.8kW,Charger_rating.9kW,SA4_NAME26,SA4_CODE26,PCODE_ORIGINAL,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_station_name,ocm_operator,ocm_attributes,ocm_fast_dc_indicator,ocm_candidate_count,ocm_coordinate_candidate_count,ocm_nearest_coordinate_gap_m,ocm_review_reason,ocm_quality_flags,ocm_source_postcode_conflict,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_station_name,osm_fast_dc_operator,osm_fast_dc_attributes,osm_fast_dc_fast_dc_indicator,osm_fast_dc_candidate_count,osm_fast_dc_coordinate_candidate_count,osm_fast_dc_nearest_coordinate_gap_m,osm_fast_dc_review_reason,osm_fast_dc_quality_flags,osm_fast_dc_source_postcode_conflict,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_station_name,chargelarge_fast_dc_operator,chargelarge_fast_dc_attributes,chargelarge_fast_dc_fast_dc_indicator,chargelarge_fast_dc_candidate_count,chargelarge_fast_dc_coordinate_candidate_count,chargelarge_fast_dc_nearest_coordinate_gap_m,chargelarge_fast_dc_review_reason,chargelarge_fast_dc_quality_flags,chargelarge_fast_dc_source_postcode_conflict,combined_dc_indicated_status,final_audit_status,matched_source,matched_external_ids,review_candidate_source,manual_review_reason,quality_review_reason,quality_review_required,augmentation_conflict_flags,accepted_source_attributes,augmented_attributes,new_attribute_count,historical_web_evidence
529,,,"405 Pacific Highway, Sydney NSW 2064",Chargefox,2,DC,50 kW,-33.81391396,151.1777027,Willoughby City Council,2064,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Sydney - North Sydney and Hornsby,121,2064,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": false, ""reported_confidence"": ""medium"", ""url"": ""https://www.plugroo.com.au/nsw/cammeray""}]"
531,,,"41 Bruxner Highway, Ballina NSW 2478",BP,2,DC,75 kW,-28.86161666,153.5169069,Ballina Shire Council,2478,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Richmond - Tweed,112,2478,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,5.130639521273476,0.0,https://www.openstreetmap.org/node/10687073170,,,bp pulse,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 2, ""charging_point_count_raw"": 2, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": ""bp pulse"", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/10687073170,,,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 2, ""OSM::charging_point_count_raw"": 2, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::network"": ""bp pulse"", ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS"", ""OSM::is_free"": false, ""OSM::network"": ""bp pulse"", ""OSM::power_scope"": ""station_reported_maximum""}",6,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": true, ""reported_confidence"": ""high"", ""url"": ""https://ev-charging-stations.com.au/chargers/bp-pulse-41-bruxner-highway-ballina-nsw-2478""}]"
535,,,"41 Yobarnie Avenue, Richmond NSW 2754",Exploren,2,DC,180 kW,-33.58328633,150.7009239,Hawkesbury City Council,2754,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Outer West and Blue Mountains,124,2754,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_and_fuzzy_address,0.09108904951871903,0.9777777777777779,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2088,"41 Yobarnie Ave, North Richmond, NSW 2754",Redbank Village,,"{""connector_types_normalized"": ""CCS"", ""data_provider"": ""Charge@Large"", ""dc_port_count"": 2, ""number_of_plugs"": null, ""power_kw_max"": 180.0, ""power_kw_min"": 180.0, ""power_kw_values"": [180.0], ""power_scope"": ""dc_indicated_ports"", ""site_power_range_raw"": ""180"", ""status_counts"": {""Available"": 2}, ""status_observed_at"": null, ""total_port_count"": 2}",True,1,1,,,,False,accepted,accepted,Charge@Large,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-2088,,,,no,,"{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 180.0, ""Charge@Large::power_kw_min"": 180.0, ""Charge@Large::power_kw_values"": [180.0], ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::site_power_range_raw"": ""180"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2}","{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 180.0, ""Charge@Large::power_kw_min"": 180.0, ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2}",2,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""page_opened"": true, ""reported_confidence"": ""low"", ""url"": ""https://www.property.com.au/nsw/north-richmond-2754/yobarnie-ave/41-pid-20879712/""}]"
539,,,"417-439 Bunnerong Road, Sydney NSW 2035",Chargefox,8,DC,25 kW,-33.95139644,151.232049,Randwick City Council,2035,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Eastern Suburbs,118,2035,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
541,,,"42 Camden Road, Sydney NSW 2560",Chargefox,4,DC,200 kW,-34.07161666,150.8059289,Campbelltown City Council,2560,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Outer South West,123,2560,review,coordinate_only,107.62472523699611,0.8090909090909092,299879,"38 Camden Rd, Campbelltown, NSW, 2560",Chargefox Charging Station,Chargefox,"{""charger_capacities"": ""65 kW; 75 kW"", ""charging_point_count"": 1.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2024-06-11T09:50:00Z"", ""number_of_plugs"": null, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 75.0, ""power_kw_min"": 65.0, ""power_kw_values"": [65.0, 75.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""$0.60/kWh""}",True,2,2,19.21782424473156,house numbers conflict; address evidence is inconsistent; another coordinate candidate is similarly close; multiple candidates have similar evidence; candidate does not pass the automatic identity gate,,False,accepted,coordinate_only,5.649609547883191,0.0,https://www.openstreetmap.org/node/11842761957,,,Chargefox,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 4, ""charging_point_count_raw"": 4, ""connector_types_normalized"": ""CHAdeMO;Type2"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,3,3,77.44986010325051,,,False,review,coordinate_only,4.337400532345186,0.8090909090909092,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2578,"38 Camden Rd, Campbelltown, NSW 2560",Genesis Care Campbelltown,,"{""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Charge@Large"", ""dc_port_count"": 4, ""number_of_plugs"": null, ""power_kw_max"": 200.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0, 150.0, 200.0], ""power_scope"": ""dc_indicated_ports"", ""site_power_range_raw"": ""50 - 200"", ""status_counts"": {""Available"": 4}, ""status_observed_at"": null, ""total_port_count"": 4}",True,1,1,,house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,False,accepted,accepted,OSM,OSM:https://www.openstreetmap.org/node/11842761957,OCM;Charge@Large,OCM: house numbers conflict; address evidence is inconsistent; another coordinate candidate is similarly close; multiple candidates have similar evidence; candidate does not pass the automatic identity gate; Charge@Large: house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,no,,"{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 4, ""OSM::charging_point_count_raw"": 4, ""OSM::connector_types_normalized"": ""CHAdeMO;Type2"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CHAdeMO;Type2"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",5,"[{""binding"": ""same source address and OCM ID; search evidence only"", ""conclusion"": ""web_evidence_found_not_identity_proof"", ""file"": ""data/reference/web_review/task3_ocm_125_web_confidence.csv"", ""page_opened"": false, ""reported_confidence"": ""low"", ""url"": ""https://www.chargeroute.au/ev-chargers/150kw""}]"
550,,,"44 Bangalow Road, Ballina NSW 2478",Chargefox,4,DC,120 kW,-28.85743948,153.5614054,Ballina Shire Council,2478,Existing Fast Chargers,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richmond - Tweed,112,2478,accepted,coordinate_and_fuzzy_address,35.187018229295724,1.0,190225,"44 Bangalow Road, Ballina, New South Wales, 2478",NRMA Ballina,Chargefox,"{""charger_capacities"": ""50 kW; 84 kW"", ""charging_point_count"": 3.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2023-07-13T11:04:00Z"", ""number_of_plugs"": null, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 84.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0, 84.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Partly Operational (Mixed)"", ""usage_cost"": ""Ultra-Rapid: $0.60/kWh, Rapid: $0.40/kWh""}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OCM,OCM:190225,,,,no,,"{""OCM::charger_capacities"": ""50 kW; 84 kW"", ""OCM::charging_point_count"": 3.0, ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2023-07-13T11:04:00Z"", ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 84.0, ""OCM::power_kw_min"": 50.0, ""OCM::power_kw_values"": [50.0, 84.0], ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Partly Operational (Mixed)"", ""OCM::usage_cost"": ""Ultra-Rapid: $0.60/kWh, Rapid: $0.40/kWh""}","{""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::is_operational"": true, ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 84.0, ""OCM::power_kw_min"": 50.0, ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Partly Operational (Mixed)"", ""OCM::usage_cost"": ""Ultra-Rapid: $0.60/kWh, Rapid: $0.40/kWh""}",5,[]
551,,,"44 Broadarrow Road, Sydney NSW 2209",JOLT,2,DC,25 kW,-33.94841746,151.0710831,Georges River Council,2209,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Inner South West,119,2209,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,no,,{},{},0,[]
554,,,"44 Molesworth Street, Lismore NSW 2480",Chargefox,2,DC,75 kW,-28.80654859,153.2786376,Lismore City Council,2480,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Richmond - Tweed,112,2480,accepted,coordinate_and_fuzzy_address,31.19227742332377,1.0,273220,"44 Molesworth St, Lismore, New South Wales, 2480",Lismore City Council,Chargefox,"{""charger_capacities"": ""63 kW; 75 kW"", ""charging_point_count"": 1.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2025-09-05T00:49:00Z"", ""number_of_plugs"": null, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 75.0, ""power_kw_min"": 63.0, ""power_kw_values"": [63.0, 75.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""$0.50 per kWh""}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OCM,OCM:273220,,,,no,,"{""OCM::charger_capacities"": ""63 kW; 75 kW"", ""OCM::charging_point_count"": 1.0, ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2025-09-05T00:49:00Z"", ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 75.0, ""OCM::power_kw_min"": 63.0, ""OCM::power_kw_values"": [63.0, 75.0], ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.50 per kWh""}","{""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::is_operational"": true, ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 75.0, ""OCM::power_kw_min"": 63.0, ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.50 per kWh""}",5,[]
561,,,"455 George Street, Sydney NSW 2000",Exploren,2,DC,60 kW,-33.87152357,151.2067017,"Sydney, Council of the City of",2000,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Sydney - City and Inner South,117,2000,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,coordinate_only,0.0673346031535734,0.6905797101449276,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1860,"15-17/455 George St, Sydney, NSW 2000",Queen Victoria Building - Vicinity,,"{""connector_types_normalized"": ""CCS"", ""data_provider"": ""Charge@Large"", ""dc_port_count"": 2, ""number_of_plugs"": null, ""power_kw_max"": 60.0, ""power_kw_min"": 60.0, ""power_kw_values"": [60.0], ""power_scope"": ""dc_indicated_ports"", ""site_power_range_raw"": ""60"", ""status_counts"": {""Available"": 2}, ""status_observed_at"": null, ""total_port_count"": 2}",True,1,1,,,address evidence is inconsistent,False,accepted,accepted,Charge@Large,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1860,,,Charge@Large: address evidence is inconsistent,yes,,"{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 60.0, ""Charge@Large::power_kw_min"": 60.0, ""Charge@Large::power_kw_values"": [60.0], ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::site_power_range_raw"": ""60"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2}","{""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::power_kw_max"": 60.0, ""Charge@Large::power_kw_min"": 60.0, ""Charge@Large::power_scope"": ""dc_indicated_ports"", ""Charge@Large::status_counts"": {""Available"": 2}, ""Charge@Large::total_port_count"": 2}",2,[]
564,,,"4-6 New Street, Lawson NSW 2783",Evie Networks,4,DC,50 kW,-33.720695,150.429727,Blue Mountains City Council,2783,ARENA - Driving the Nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Sydney - Outer West and Blue Mountains,124,2783,accepted,coordinate_and_fuzzy_address,1.768852977862489,1.0,266540,"4-6 New Street, Lawson, New South Wales, 2783",Evie Lawson,Evie,"{""charger_capacities"": ""50 kW"", ""charging_point_count"": 2.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2023-07-15T13:41:00Z"", ""number_of_plugs"": null, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""$0.45 per kWh. ""}",True,1,1,,,,False,accepted,coordinate_only,1.0733609979948466,0.0,https://www.openstreetmap.org/node/12404567155,,,Evie Networks,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 2, ""charging_point_count_raw"": 2, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OCM;OSM,OCM:266540;OSM:https://www.openstreetmap.org/node/12404567155,,,,no,,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::charging_point_count"": 2.0, ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2023-07-15T13:41:00Z"", ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 50.0, ""OCM::power_kw_min"": 50.0, ""OCM::power_kw_values"": [50.0], ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.45 per kWh. "", ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::charging_point_count"": 2, ""OSM::charging_point_count_raw"": 2, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::is_operational"": true, ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 50.0, ""OCM::power_kw_min"": 50.0, ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.45 per kWh. "", ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",9,[]
565,,,"4-6 Niangala Close, Belrose NSW 2085",Evie Networks,4,DC,50 kW,-33.703313,151.213158,Northern Beaches Council,2085,ARENA - Driving the Nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Sydney - Northern Beaches,122,2085,accepted,coordinate_and_fuzzy_address,31.09933831986117,1.0,272633,"4-6 Niangala Close, Belrose, NSW, 2085",Belrose Home,Evie,"{""charger_capacities"": ""50 kW"", ""charging_point_count"": 2.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2023-07-15T12:14:00Z"", ""number_of_plugs"": null, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": """"}",True,1,1,,,,False,accepted,coordinate_only,43.36079706311809,0.0,https://www.openstreetmap.org/node/10035347983,,,Evie Networks,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": null, ""charging_point_count_raw"": null, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,accepted,accepted,OCM;OSM,OCM:272633;OSM:https://www.openstreetmap.org/node/10035347983,,,,no,,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::charging_point_count"": 2.0, ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2023-07-15T12:14:00Z"", ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 50.0, ""OCM::power_kw_min"": 50.0, ""OCM::power_kw_values"": [50.0], ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Operational"", ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}","{""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::is_operational"": true, ""OCM::operator"": ""Evie"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 50.0, ""OCM::power_kw_min"": 50.0, ""OCM::power_scope"": ""dc_indicated_connection_ratings"", ""OCM::status"": ""Operational"", ""OSM::access_condition"": ""Free Access"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::is_free"": false, ""OSM::power_scope"": ""station_reported_maximum""}",8,[]
